City_0,90,91434495272132,54,07173386576859
City_1,87,33918581436365,32,38329738449913
City_2,30,96506602118022,20,03605217277462
City_3,26,55958539867269,28,249040478479913
City_4,23,86189865564077,80,68666607376225
City_5,21,12917127290076,29,038575741734064
City_6,75,69840394971742,46,06073507198336
City_7,20,21247022893221,4,941246431793267
City_8,16,83530801941503,38,06709603338376
City_9,91,2639262064591,74,96755708238575
City_10,67,53219024032063,85,11299775154167
City_11,43,429702995751306,39,561373667200606
City_12,41,330725957572966,58,39459793824035
City_13,83,10529979650269,14,283887249423188
City_14,95,29182251416569,10,829757668472851
City_15,36,547904916937505,29,69927913066649
City_16,69,37144082182309,22,00462666297942
City_17,32,872287035161754,82,94498627982385
City_18,87,86849772700518,80,02101909302168
City_19,45,03757466996865,84,12352073778044
City_20,97,78920688191327,81,37761393396477
City_21,41,808135711637654,25,477790820080827
City_22,2,398770098930525,49,06979292052217
City_23,11,701992539603623,25,175107950237685
City_24,84,31196630930788,44,54293207398595
City_25,48,5074966653567,51,75184305658873
City_26,16,933120293278147,69,40710261085307
City_27,67,53447560399344,34,36744237795234
City_28,77,23267640497201,85,67566618133773
City_29,64,87983558726721,4,385032098839725
City_30,69,80019064993964,40,364315543250406
City_31,86,86853359048973,50,42716220970037
City_32,57,44254674526004,70,84880824234021
City_33,85,90154925535482,29,970638748361335
City_34,80,90913614280034,75,11837230268216
City_35,21,520790029780613,30,38718487651768
City_36,50,06320332952756,24,379798710479427
City_37,69,89934288361292,57,17953372909187
City_38,27,190429106797954,1,3614630285251117
City_39,60,40091973591435,89,97884372632208
City_40,26,838454497198306,10,232832412515124
City_41,91,81898457421465,2,1039666325419315
City_42,75,96833890360708,30,101610436961536
City_43,19,028029006741676,24,230623502080086
City_44,3,3347454894523065,44,46131927811293
City_45,4,701935702034521,61,73481332914302
City_46,9,486922389729758,48,241354679772776
City_47,50,048439619715936,28,92999005204463
City_48,82,89362012897695,84,42144293318655
City_49,18,0603909711501,86,66493649073338
City_50,30,43472169672723,96,47069441740484
City_51,12,415567128527039,2,4877163098263266
