City_0,92,10522687659589,31,489342673913747
City_1,10,81987026784168,33,09993103689097
City_2,12,276718397166142,68,23035324717743
City_3,93,15070111954358,81,94609479435925
City_4,54,671015268761195,54,405283982858386
City_5,62,94211152475678,15,305212128766144
City_6,83,6502201028174,27,93130882767563
City_7,21,23287718376814,35,86521535940106
City_8,94,49686806639541,56,08310467907772
City_9,14,437108925357533,56,333389513622514
City_10,81,98123540182617,37,32039295660417
City_11,76,75918793977368,18,281554688667278
City_12,7,358089836027714,4,894512589115918
City_13,11,430328862236806,83,28706362484223
City_14,36,202734205957654,94,23383117102333
City_15,69,36534455383769,99,65234814002469
City_16,26,27485275846685,69,88729139356276
City_17,74,87876871873507,7,743885787667026
City_18,27,738213187926895,53,880454249290935
City_19,58,18785150884671,71,99132084553797
City_20,41,21592759424513,91,36854199385492
City_21,69,18413339086341,28,051404513728773
City_22,50,93972363811922,68,8003052270515
City_23,90,34193329164857,15,540723507952748
City_24,82,27704743501943,56,91313598400816
City_25,13,581794980545537,82,75205532747381
City_26,30,560996208351852,25,432042448612314
City_27,14,413816369899058,46,264606835022484
City_28,81,95135615064831,16,4088607037583
City_29,30,73275381682953,71,32386017861506
City_30,29,594801531600844,73,08349601189762
City_31,5,190749113650073,85,30294231116325
City_32,37,152080137325974,99,23604144879573
City_33,8,184185983319214,16,055249283846983
City_34,39,288426744672975,9,579583993208097
City_35,5,558872782953128,15,243715191482998
City_36,9,025315092897312,51,11241774064317
City_37,7,5479820230826,25,21257172590987
City_38,86,07031707489277,12,890755848583213
City_39,20,936455084714613,26,454887206970945
City_40,97,76519418232402,4,815039791316411
City_41,30,995002273794647,41,506792351698095
City_42,18,433821047501432,59,192204743684094
City_43,27,844350552807306,42,613957592983354
City_44,68,11368783304178,49,066990487577215
City_45,33,84669113413099,14,881232874936313
City_46,52,79659120308281,20,586584943825837
City_47,76,87863028540622,87,03678528714613
City_48,76,95801301174707,62,772588948557214
City_49,72,76518934444486,9,60150098892738
City_50,10,610375928349692,14,645436968786074
City_51,65,40712313785093,2,48325323161539
City_52,73,25958698631086,68,3841535130115
City_53,24,8405297849827,33,63273760567637
City_54,38,86009593536639,53,83647019660647
City_55,23,101331022917503,91,72391788825452
City_56,51,77967032196127,74,19712604608267
City_57,58,124278940418876,45,79108451546132
City_58,50,104909546125555,77,71242200047777
City_59,34,0606668145671,55,05247650459082
City_60,55,90583458880436,57,43594827757414
City_61,40,69149524257697,93,7623448163596
City_62,72,84921511102398,88,79095002282362
City_63,64,57475152245712,74,57496640897156
City_64,69,41230845589033,52,583933739237075
City_65,61,45348990297437,46,33142900937297
City_66,53,476896285831685,86,16361128059211
City_67,67,32009816207302,21,771455416358055
City_68,8,565061074017223,75,12061472841143
City_69,11,342374782921926,87,06402132090146
City_70,94,17197557241536,10,44012842920573
City_71,8,387900648571389,98,05826549653925
City_72,0,5484016535702074,27,655025665217238
City_73,17,204320714866906,25,800490634919505
City_74,18,721585003886766,36,87202652292194
City_75,56,88665166189124,68,37429287881776
City_76,88,51845912902165,4,931167363728173
City_77,63,45884636292297,39,85444236473567
City_78,54,06695518793777,55,17794882765499
