City_0,75,30768889304412,39,35543133644224
City_1,9,796094727945192,22,648228820252335
City_2,46,89388954370439,6,338666942717664
City_3,35,70003453371985,77,47960841479981
City_4,95,68384507196504,48,24361279824084
City_5,80,53280924551748,41,16897770036396
City_6,76,9782178140449,13,105885533266214
City_7,4,623815144299259,79,54074068606656
City_8,4,399775495853408,86,00625256256474
City_9,17,399871326032134,5,585252530836815
City_10,13,368532784420806,73,3472739244157
City_11,50,651927166173984,71,45901320433187
City_12,87,15798037814253,23,537472718061213
City_13,68,29484117863186,97,88730306591677
City_14,49,647131418435094,68,42595209282861
City_15,54,88183615966988,86,08734010087586
City_16,75,64354665313785,90,12418769690454
City_17,17,974164482983834,23,85556636909688
City_18,23,99520188364467,97,71599374983889
City_19,55,02536324919283,27,00078611944663
City_20,57,39922690059473,27,491021488238744
City_21,22,07731158154389,12,493657111476054
City_22,79,2688908165834,83,72736243460773
City_23,2,5574303188045766,22,643286781562423
City_24,38,90924986244389,57,23340811816108
City_25,96,14570564712187,22,252717420999446
City_26,3,4620711585323205,60,2936362483091
City_27,59,659931334599506,26,311653712987983
City_28,59,55996206558653,13,237405553764681
City_29,86,41419515499045,76,92415656993687
City_30,18,902843116917587,60,84183245737196
City_31,38,820665570713054,61,07756358554632
City_32,95,08905874935077,14,006424109959115
City_33,80,85237211195829,61,20308785193546
City_34,70,33390967863691,37,89872982018178
City_35,57,69319246325826,77,04061575026142
City_36,20,929851602970995,7,273122214939498
City_37,54,611526652789564,68,64835902481822
City_38,44,19442395218612,34,88878325684786
City_39,58,59458152297443,83,27373832863898
City_40,91,01862973381381,90,73825795506461
City_41,22,581159266240846,5,257054701027409
City_42,85,81321771912003,98,4195620591542
City_43,62,379600739875876,80,78407497543492
City_44,80,88000502938073,89,88414576720461
City_45,24,466793836191513,68,58943817184733
City_46,85,4134884921844,82,37733430395566
City_47,80,39941833166131,87,36330747901782
City_48,57,24790765224098,42,6930210229683
City_49,49,57373412617574,83,22175170129893
City_50,50,35604847384501,60,96631432299133
